,ID,Year_Birth,Age,Generation,Education,Income,Dt_Customer,IncomeCategory,FamilyQty,Recency,Wine,Fruit,Meat,Fish,Sweet,Gold,Total_Amount,Deals_Purchase,Web_Purchase,Catalog_Purchase,Store_Purchase,Web_Visit,Freq_Purchase,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Latest_Cmp,Total_AccCmp
1969,4331,1978,36,Gen X,Master,85738.0,2014-01-23,High,2,41,913,26,376,17,26,13,1371,1,3,6,11,1,20,0,1,1,0,0,0,0,2
1970,6281,1966,48,Gen X,Graduation,55686.0,2013-02-14,Middle,2,27,673,0,199,37,47,26,982,2,6,3,5,4,14,1,0,0,0,0,0,0,1
1971,4338,1983,31,Millennials,Graduation,39062.0,2014-03-25,Middle,2,28,23,0,9,0,0,12,44,1,1,0,3,4,4,1,0,0,0,0,0,0,1
1973,9507,1975,39,Gen X,Graduation,40794.0,2013-04-07,Middle,3,18,261,23,73,4,23,50,434,2,6,3,5,7,14,0,0,0,0,0,0,0,0
1975,10311,1969,45,Gen X,Graduation,4428.0,2013-10-05,Low,3,0,16,4,12,2,4,321,359,0,25,0,0,1,25,0,0,0,0,0,0,0,0
1976,5117,1963,51,Baby Boomer,Master,32632.0,2012-08-02,Middle,2,32,63,151,137,153,19,53,576,2,4,4,8,5,16,0,0,0,0,0,0,0,0
1977,4867,1968,46,Gen X,PhD,38236.0,2013-09-20,Middle,3,2,58,0,18,2,0,10,88,4,3,0,4,7,7,0,0,0,0,0,0,0,0
1978,9289,1979,35,Gen X,Graduation,36781.0,2014-04-10,Middle,3,16,29,1,17,0,3,13,63,1,2,1,2,8,5,0,0,0,0,0,0,1,1
1979,10913,1984,30,Millennials,Master,31385.0,2012-12-05,Middle,2,56,3,2,12,0,1,9,27,1,1,0,2,8,3,1,0,0,0,0,0,1,2
1980,3032,1984,30,Millennials,Graduation,24570.0,2013-02-27,Low,3,97,28,34,62,11,14,44,193,3,4,0,4,9,8,0,0,0,0,0,0,0,0
1982,3334,1951,63,Baby Boomer,Graduation,94642.0,2014-02-12,Very High,2,35,879,143,797,106,143,143,2211,0,5,7,9,1,21,0,0,1,1,0,0,0,2
1983,4470,1962,52,Baby Boomer,Master,58646.0,2013-06-10,Middle,3,3,62,1,44,6,5,22,140,1,2,1,4,4,7,0,0,0,0,0,0,0,0
1984,1406,1975,39,Gen X,Graduation,53201.0,2013-02-12,Middle,3,49,280,7,81,20,0,27,415,8,6,3,5,7,14,0,0,0,0,0,0,0,0
1986,10821,1978,36,Gen X,Graduation,57113.0,2013-02-06,Middle,4,45,182,4,33,0,2,42,263,6,4,1,5,7,10,0,0,0,0,0,0,0,0
1987,4552,1991,23,Millennials,Graduation,51373.0,2013-06-22,Middle,2,37,83,2,101,64,26,117,393,1,3,5,3,4,11,0,0,0,0,0,0,0,0
1988,898,1986,28,Millennials,Graduation,23477.0,2013-10-21,Low,3,39,38,15,54,3,8,29,147,3,3,0,4,8,7,0,0,0,0,0,0,0,0
1989,9797,1956,58,Baby Boomer,Graduation,58116.0,2014-04-13,Middle,3,38,228,19,130,4,11,51,443,2,3,3,8,2,14,0,0,0,0,0,0,0,0
1990,10949,1963,51,Baby Boomer,PhD,72968.0,2013-12-16,High,1,8,1092,37,592,145,37,55,1958,1,5,5,8,3,18,0,0,0,1,0,0,1,2
1991,8212,1971,43,Gen X,Master,39791.0,2013-03-28,Middle,3,89,85,15,27,13,13,21,174,2,3,1,4,7,8,0,0,0,0,0,0,0,0
1992,6248,1947,67,Baby Boomer,Master,91712.0,2013-10-17,Very High,1,47,1276,24,746,94,29,48,2217,0,9,7,11,3,27,0,0,1,0,0,0,1,2
1993,10164,1958,56,Baby Boomer,Graduation,94472.0,2014-04-03,Very High,2,75,1017,33,417,108,100,16,1691,1,5,5,5,5,15,0,1,1,0,0,0,0,2
1994,4547,1960,54,Baby Boomer,Graduation,13672.0,2013-04-17,Low,4,86,6,2,9,2,1,5,25,2,1,0,3,8,4,0,0,0,0,0,0,0,0
1995,6815,1980,34,Millennials,Master,96547.0,2014-05-23,Very High,2,4,448,21,125,52,101,62,809,0,7,6,8,2,21,1,0,1,1,0,0,1,4
1996,4122,1975,39,Gen X,Graduation,79205.0,2012-08-29,High,2,73,504,23,117,179,28,44,895,1,6,5,4,4,15,0,0,0,1,0,0,1,2
1997,10841,1975,39,Gen X,PhD,56559.0,2012-12-25,Middle,3,46,226,22,133,41,31,31,484,3,4,3,8,4,15,0,0,0,0,0,0,0,0
1998,5370,1973,41,Gen X,PhD,32644.0,2013-01-16,Middle,3,38,239,3,141,0,7,23,413,4,7,1,6,8,14,1,0,0,0,0,0,0,1
1999,176,1980,34,Millennials,Master,67506.0,2014-01-02,High,2,73,90,38,67,33,36,67,331,1,4,1,6,3,11,0,0,0,0,0,0,0,0
2000,4860,1970,44,Gen X,Graduation,24206.0,2013-03-08,Low,2,66,7,2,8,3,2,3,25,1,1,0,3,6,4,0,0,0,0,0,0,0,0
2001,10757,1967,47,Gen X,PhD,28420.0,2013-12-24,Low,2,36,4,2,5,2,0,0,13,1,1,0,2,6,3,0,0,0,0,0,0,0,0
2002,4023,1970,44,Gen X,Graduation,22979.0,2012-09-06,Low,3,29,16,17,19,20,21,22,115,3,3,2,2,8,7,0,0,0,0,0,0,1,1
2003,6679,1966,48,Gen X,Graduation,33279.0,2014-06-12,Middle,1,29,10,3,3,0,0,0,16,1,0,0,3,3,3,0,0,0,0,0,0,0,0
2005,7181,1977,37,Gen X,Graduation,30368.0,2013-11-07,Middle,3,97,35,0,13,2,0,2,52,2,2,0,3,8,5,0,0,0,0,0,0,0,0
2006,3599,1970,44,Gen X,Graduation,63684.0,2012-11-26,High,3,61,575,80,428,208,93,80,1464,3,8,4,8,5,20,0,0,0,0,0,0,0,0
2007,405,1964,50,Gen X,Graduation,41638.0,2013-02-13,Middle,2,68,315,0,31,4,0,91,441,4,5,5,3,8,13,1,0,0,0,0,0,0,1
2008,6870,1959,55,Baby Boomer,PhD,68805.0,2013-09-17,High,2,73,182,2,49,17,13,20,283,1,3,1,7,2,11,0,0,0,0,0,0,0,0
2009,832,1966,48,Gen X,PhD,65814.0,2014-03-02,High,3,90,561,14,113,10,14,35,747,3,8,2,10,5,20,0,0,0,0,0,0,0,0
2010,2002,1958,56,Baby Boomer,Graduation,71964.0,2013-05-20,High,1,81,587,51,932,180,34,86,1870,1,5,6,5,3,16,0,0,0,0,0,0,0,0
2011,3657,1986,28,Millennials,Graduation,39146.0,2013-02-14,Middle,2,1,94,1,33,13,12,12,165,3,4,0,4,8,8,0,0,0,0,0,0,0,0
2012,500,1977,37,Gen X,Graduation,96876.0,2013-08-06,Very High,2,79,908,43,735,40,194,21,1941,1,7,7,9,2,23,0,1,1,1,0,0,1,4
2013,1951,1981,33,Millennials,Basic,34445.0,2013-01-27,Middle,2,92,228,122,122,208,129,30,839,6,11,2,8,9,21,0,0,0,0,0,0,0,0
2014,3262,1958,56,Baby Boomer,Graduation,68281.0,2012-08-07,High,1,31,995,112,417,42,48,41,1655,1,2,9,13,5,24,0,0,0,0,0,0,1,1
2016,7042,1983,31,Millennials,Graduation,36790.0,2013-03-01,Middle,2,14,3,3,14,15,21,10,66,1,2,1,2,9,5,0,0,0,0,0,0,1,1
2017,10598,1967,47,Gen X,Graduation,27943.0,2013-04-15,Low,4,89,12,1,16,4,1,3,37,3,2,0,3,8,5,0,0,0,0,0,0,0,0
2018,255,1951,63,Baby Boomer,Graduation,22263.0,2014-03-30,Low,3,31,17,0,2,0,0,2,21,2,1,0,3,6,4,0,0,0,0,0,1,0,0
2019,2375,1972,42,Gen X,Graduation,30261.0,2012-09-25,Middle,5,75,8,0,5,0,3,6,22,1,0,0,3,8,3,0,0,0,0,0,0,0,0
2020,9829,1978,36,Gen X,Graduation,28587.0,2014-02-12,Low,3,42,22,4,17,12,10,13,78,3,2,0,4,6,6,0,0,0,0,0,0,0,0
2021,6214,1982,32,Millennials,Master,43815.0,2013-04-05,Middle,3,53,14,10,29,4,7,15,79,1,2,0,3,6,5,0,0,0,0,0,0,0,0
2022,4954,1956,58,Baby Boomer,Graduation,48195.0,2014-01-21,Middle,4,53,106,27,68,52,7,5,265,6,4,2,5,6,11,0,0,0,0,0,0,0,0
2023,7861,1952,62,Baby Boomer,Master,77027.0,2014-02-05,High,3,23,820,57,242,45,0,11,1175,2,8,3,6,4,17,0,0,0,0,0,0,0,0
2024,4837,1965,49,Gen X,PhD,71322.0,2013-02-16,High,3,57,753,43,226,69,10,204,1305,2,8,5,13,4,26,0,0,0,0,0,0,0,0
2025,9423,1979,35,Gen X,Master,32765.0,2014-02-23,Middle,3,49,13,3,17,7,3,3,46,2,2,0,4,5,6,0,0,0,0,0,0,0,0
2027,153,1953,61,Baby Boomer,Graduation,23272.0,2013-10-17,Low,1,29,19,3,6,4,2,12,46,1,1,0,3,4,4,0,0,0,0,0,0,0,0
2028,9323,1949,65,Baby Boomer,Master,49912.0,2012-09-07,Middle,3,5,520,8,223,32,49,42,874,4,10,5,7,8,22,1,0,0,0,0,0,1,2
2029,10001,1985,29,Millennials,Master,7500.0,2012-08-01,Low,3,98,5,17,17,13,14,34,100,4,2,1,3,9,6,0,0,0,0,0,0,0,0
2030,3945,1947,67,Baby Boomer,PhD,68117.0,2013-03-10,High,2,80,618,44,215,0,17,36,930,2,11,8,4,6,23,1,0,0,0,0,0,1,2
2031,3799,1955,59,Baby Boomer,Graduation,67225.0,2013-11-26,High,3,4,315,35,322,46,7,143,868,3,7,2,11,5,20,0,0,0,0,0,0,0,0
2032,8625,1976,38,Gen X,Graduation,17649.0,2013-11-12,Low,3,70,15,1,23,0,5,1,45,3,3,0,3,8,6,0,0,0,0,0,0,0,0
2033,3491,1975,39,Gen X,Graduation,55914.0,2013-04-29,Middle,3,32,384,60,364,119,101,232,1260,4,11,6,8,7,25,0,0,0,0,0,0,0,0
2034,983,1984,30,Millennials,Graduation,40059.0,2013-09-28,Middle,3,82,110,29,92,28,10,145,414,1,6,2,3,8,11,1,0,0,0,0,0,0,1
2035,9119,1950,64,Baby Boomer,Graduation,60905.0,2013-12-05,High,3,27,208,17,76,36,17,38,392,2,3,3,7,2,13,0,0,0,0,0,0,0,0
2036,4786,1977,37,Gen X,Graduation,75330.0,2012-10-04,High,4,94,555,82,257,93,61,61,1109,4,10,3,12,6,25,0,0,0,0,0,0,0,0
2037,5872,1951,63,Baby Boomer,Graduation,60689.0,2013-06-01,High,2,23,240,90,216,63,6,24,639,4,4,4,10,3,18,0,0,0,0,0,0,0,0
2038,6568,1984,30,Millennials,Graduation,38680.0,2013-03-28,Middle,3,97,11,0,36,15,5,12,79,1,2,0,3,7,5,0,0,0,0,0,0,0,0
2039,5628,1982,32,Millennials,Graduation,61416.0,2013-02-08,High,2,25,848,154,323,201,61,78,1665,1,10,3,10,6,23,1,0,0,0,0,0,0,1
2040,5631,1991,23,Millennials,Graduation,49767.0,2013-05-02,Middle,1,92,202,47,197,55,42,149,692,1,5,4,8,4,17,0,0,0,0,0,0,0,0
2041,4974,1970,44,Gen X,Graduation,83273.0,2012-09-25,High,4,98,433,89,650,16,102,102,1392,10,4,6,9,7,19,0,0,0,0,0,0,0,0
2042,8416,1981,33,Millennials,Graduation,29009.0,2013-11-29,Low,3,19,6,6,15,10,5,2,44,2,2,0,3,6,5,0,0,0,0,0,0,0,0
2043,5454,1979,35,Gen X,Master,45057.0,2013-12-01,Middle,3,80,37,0,7,3,0,3,50,1,2,0,3,5,5,0,0,0,0,0,0,0,0
2044,4095,1971,43,Gen X,Graduation,37150.0,2012-09-11,Middle,3,80,167,37,64,49,34,116,467,8,4,3,6,7,13,0,0,0,0,0,0,0,0
2045,5474,1970,44,Gen X,Graduation,43020.0,2013-11-30,Middle,2,79,45,7,99,4,25,43,223,3,4,1,4,6,9,0,0,0,0,0,0,0,0
2046,4268,1959,55,Baby Boomer,Graduation,53154.0,2014-06-09,Middle,3,50,129,0,21,0,1,7,158,1,3,1,4,4,8,0,0,0,0,0,0,0,0
2047,10701,1973,41,Gen X,Graduation,65308.0,2013-09-11,High,2,60,713,0,264,120,80,34,1211,1,7,8,12,4,27,0,0,1,1,0,0,0,2
2048,3507,1970,44,Gen X,Graduation,76467.0,2012-08-17,High,2,44,676,161,426,210,44,58,1575,2,2,5,5,6,12,0,0,0,0,0,0,1,1
2049,2079,1947,67,Baby Boomer,Master,81044.0,2013-12-27,High,2,0,450,26,535,73,98,26,1208,1,5,6,10,1,21,0,0,0,0,0,0,0,0
2050,626,1951,63,Baby Boomer,Graduation,32871.0,2013-03-09,Middle,4,28,22,2,12,0,2,5,43,1,1,0,3,4,4,0,0,0,0,0,0,0,0
2051,4426,1975,39,Gen X,Graduation,55801.0,2013-09-22,Middle,3,35,367,4,51,6,4,95,527,6,7,2,6,7,15,0,0,0,1,0,0,0,1
2052,2591,1959,55,Baby Boomer,Graduation,76320.0,2014-06-22,High,2,49,526,35,214,69,53,35,932,2,6,3,4,2,13,0,0,0,0,0,0,0,0
2053,10509,1955,59,Baby Boomer,Master,36927.0,2014-06-02,Middle,3,46,51,0,16,0,0,4,71,2,3,0,3,8,6,0,0,0,0,0,0,0,0
2054,6382,1953,61,Baby Boomer,Graduation,48794.0,2014-06-26,Middle,4,97,25,0,11,3,0,15,54,1,1,0,3,4,4,0,0,0,0,0,0,0,0
2055,6673,1965,49,Gen X,Graduation,23478.0,2013-03-19,Low,1,51,28,6,27,12,17,39,129,1,3,0,3,8,6,0,0,0,0,0,0,0,0
2056,7441,1973,41,Gen X,Graduation,71128.0,2012-10-06,High,2,80,958,159,447,20,0,31,1615,3,2,10,12,7,24,0,0,0,0,0,0,0,0
2058,10061,1950,64,Baby Boomer,Graduation,59462.0,2013-01-05,Middle,3,29,724,17,143,0,8,196,1088,2,9,2,12,7,23,0,0,0,0,0,0,0,0
2063,322,1978,36,Gen X,Graduation,42554.0,2013-01-12,Middle,4,93,29,1,11,0,0,0,41,2,2,0,3,4,5,0,0,0,0,0,0,0,0
2065,123,1951,63,Baby Boomer,Graduation,67046.0,2013-01-06,High,2,92,544,35,133,23,151,107,993,2,4,5,4,2,13,0,0,0,0,0,0,0,0
2066,6103,1948,66,Baby Boomer,Graduation,42192.0,2013-09-06,Middle,2,40,40,15,15,17,6,7,100,1,2,1,3,4,6,0,0,0,0,0,0,0,0
2067,7899,1952,62,Baby Boomer,PhD,77610.0,2012-10-29,High,3,70,1245,33,332,21,33,16,1680,2,4,7,4,7,15,0,0,0,0,0,0,0,0
2068,10500,1984,30,Millennials,Graduation,31761.0,2014-04-05,Middle,3,96,19,1,20,16,14,28,98,2,3,0,4,5,7,0,0,0,0,0,0,0,0
2069,1655,1979,35,Gen X,Graduation,34350.0,2013-10-19,Middle,3,81,16,3,15,2,1,11,48,1,1,0,3,7,4,0,0,0,0,0,0,0,0
2070,2406,1949,65,Baby Boomer,Graduation,54591.0,2013-08-05,Middle,3,63,376,4,94,12,9,24,519,3,6,2,8,5,16,0,0,0,0,0,0,0,0
2071,2712,1956,58,Baby Boomer,Graduation,71866.0,2013-12-25,High,3,85,184,178,178,103,39,33,715,1,6,3,10,3,19,0,0,0,0,0,0,0,0
2074,2254,1983,31,Millennials,Graduation,69520.0,2013-07-07,High,2,95,627,120,414,121,80,93,1455,1,9,6,5,5,20,0,0,0,0,0,0,0,0
2075,10281,1970,44,Gen X,Graduation,64713.0,2014-02-07,High,2,11,180,60,241,13,54,54,602,2,5,5,7,4,17,0,0,0,0,0,0,1,1
2076,6958,1977,37,Gen X,Master,27889.0,2013-07-05,Low,3,42,14,0,4,0,0,8,26,1,1,1,2,6,4,0,0,0,0,0,0,0,0
2077,954,1960,54,Baby Boomer,Basic,22123.0,2014-03-27,Low,1,77,3,3,24,34,7,31,102,1,2,1,3,5,6,0,0,0,0,0,0,0,0
2080,4643,1973,41,Gen X,Graduation,27803.0,2012-08-26,Low,3,40,8,26,46,38,9,49,176,2,3,0,4,8,7,0,0,0,0,0,0,0,0
2082,6497,1960,54,Baby Boomer,Graduation,51651.0,2012-11-07,Middle,3,32,293,6,23,13,6,92,433,4,6,2,5,8,13,0,0,0,0,0,0,0,0
2086,2802,1992,22,Millennials,Master,87000.0,2012-12-15,High,2,61,196,25,607,67,17,49,961,1,4,6,7,2,17,0,0,0,0,0,0,0,0
2087,6343,1959,55,Baby Boomer,Graduation,79823.0,2014-03-31,High,3,6,835,73,380,114,73,43,1518,1,6,9,7,2,22,0,1,0,0,0,0,0,1
2088,6507,1980,34,Millennials,Graduation,30828.0,2013-10-04,Middle,2,16,16,11,15,2,0,12,56,2,1,1,4,3,6,0,0,0,0,0,0,0,0
2089,7901,1971,43,Gen X,Master,34109.0,2013-11-06,Middle,3,39,9,1,5,2,1,4,22,1,0,0,3,4,3,0,0,0,0,0,0,0,0
2090,4865,1974,40,Gen X,Master,53367.0,2013-08-31,Middle,3,2,229,7,140,10,3,11,400,7,5,1,8,7,14,0,0,0,0,0,0,1,1
2091,2686,1969,45,Gen X,Basic,22390.0,2013-10-21,Low,2,49,0,1,4,15,1,5,26,1,1,0,2,7,3,0,0,0,0,0,0,0,0
2092,3107,1976,38,Gen X,Graduation,71322.0,2014-05-02,High,3,31,121,24,124,24,15,42,350,1,4,1,7,2,12,0,0,0,0,0,0,0,0
2093,7734,1993,21,Millennials,Graduation,79244.0,2012-12-19,High,1,58,471,102,125,212,61,245,1216,1,4,10,7,1,21,0,0,1,1,0,0,1,3
2095,11031,1950,64,Baby Boomer,PhD,48699.0,2013-05-21,Middle,4,90,26,1,10,2,0,1,40,1,1,0,3,5,4,0,0,0,0,0,0,0,0
2096,7428,1975,39,Gen X,Graduation,80144.0,2013-09-30,High,2,47,240,132,445,250,192,108,1367,1,3,7,8,1,18,0,0,0,0,0,0,0,0
2097,975,1956,58,Baby Boomer,Graduation,54252.0,2013-05-28,Middle,3,25,178,4,26,8,4,44,264,5,4,1,5,6,10,0,0,0,0,0,0,0,0
2098,1103,1976,38,Gen X,Master,81929.0,2012-09-29,High,3,60,1486,55,278,49,0,185,2053,2,4,4,10,6,18,1,0,1,0,0,0,1,3
2099,3422,1975,39,Gen X,Graduation,76068.0,2012-11-29,High,3,67,1115,12,128,33,12,76,1376,1,2,3,4,6,9,0,1,0,0,1,0,0,2
2100,1055,1976,38,Gen X,Master,53204.0,2014-03-20,Middle,4,40,29,0,8,2,0,6,45,1,1,0,3,4,4,0,0,0,0,0,0,0,0
2102,1241,1984,30,Millennials,Master,14796.0,2012-09-17,Low,3,1,13,3,8,7,4,16,51,2,1,0,3,9,4,0,0,0,0,0,0,1,1
2103,2909,1974,40,Gen X,PhD,78128.0,2014-02-19,High,3,89,934,24,230,16,24,36,1264,2,8,4,6,3,18,0,1,1,0,0,0,0,2
2104,5802,1972,42,Gen X,Basic,14188.0,2013-02-28,Low,2,40,2,7,11,16,12,27,75,1,2,0,4,6,6,0,0,0,0,0,0,0,0
2107,340,1970,44,Gen X,Graduation,72967.0,2012-12-15,High,2,1,158,35,179,0,0,125,497,2,7,2,8,5,17,1,0,0,0,0,0,1,2
2108,5991,1949,65,Baby Boomer,Master,48150.0,2013-06-08,Middle,3,24,173,2,39,3,2,47,266,3,5,1,4,7,10,0,0,0,0,0,0,0,0
2109,3104,1961,53,Baby Boomer,Graduation,82332.0,2012-09-17,High,1,89,830,59,968,51,79,19,2006,1,5,3,12,2,20,0,0,1,0,0,0,1,2
2110,9729,1955,59,Baby Boomer,Graduation,58275.0,2013-06-02,Middle,3,48,189,10,253,56,43,64,615,6,8,2,7,7,17,0,0,0,0,0,0,0,0
2111,1008,1981,33,Millennials,PhD,44953.0,2012-12-21,Middle,2,31,728,17,133,11,8,124,1021,1,7,3,13,6,23,1,0,0,0,0,0,0,1
2112,11091,1953,61,Baby Boomer,Graduation,34587.0,2014-05-16,Middle,4,68,7,2,9,2,0,2,22,2,1,0,3,4,4,0,0,0,0,0,0,0,0
2113,3969,1974,40,Gen X,Master,43018.0,2013-11-01,Middle,3,46,35,4,17,7,6,64,133,1,2,2,2,5,6,0,0,0,0,0,0,0,0
2114,1916,1954,60,Baby Boomer,Master,45736.0,2013-07-24,Middle,3,92,188,3,180,20,3,43,437,5,7,1,6,7,14,0,0,0,0,0,0,0,0
2115,9907,1969,45,Gen X,Master,66476.0,2013-12-04,High,3,80,742,28,152,25,9,57,1013,2,6,8,10,4,24,0,0,0,0,0,0,0,0
2116,87,1981,33,Millennials,Master,27733.0,2013-08-26,Low,3,16,0,7,5,26,2,17,57,2,2,0,3,7,5,0,0,0,0,0,0,0,0
2117,8659,1952,62,Baby Boomer,PhD,69805.0,2014-01-21,High,3,50,750,71,174,13,10,20,1038,2,6,8,11,2,25,0,0,0,0,0,0,0,0
2118,6262,1962,52,Baby Boomer,Master,72217.0,2013-04-10,High,1,93,816,42,450,55,56,154,1573,1,3,10,8,2,21,0,0,0,0,0,0,0,0
2119,6147,1971,43,Gen X,Graduation,25818.0,2012-10-18,Low,2,51,5,2,8,2,2,9,28,1,0,1,2,7,3,0,0,0,0,0,0,0,0
2120,8832,1976,38,Gen X,Master,37509.0,2012-09-12,Middle,3,24,37,5,56,12,8,5,123,2,3,0,4,7,7,0,0,0,0,0,0,0,0
2121,10067,1976,38,Gen X,Master,25176.0,2013-08-10,Low,4,79,4,0,4,0,0,5,13,1,1,0,2,7,3,0,0,0,0,0,0,0,0
2122,7532,1980,34,Millennials,Graduation,43586.0,2012-08-30,Middle,3,26,99,2,11,4,0,16,132,3,3,0,4,8,7,0,0,0,0,0,0,0,0
2123,4915,1956,58,Baby Boomer,Master,53230.0,2012-08-03,Middle,3,86,176,72,98,136,21,229,732,4,5,2,12,5,19,0,0,0,0,0,0,0,0
2124,2115,1957,57,Baby Boomer,Graduation,50116.0,2014-06-20,Middle,4,68,54,0,10,0,0,2,66,2,1,0,4,5,5,0,1,0,0,0,0,0,1
2127,6292,1986,28,Millennials,PhD,82333.0,2013-03-30,High,2,60,1311,0,359,46,89,17,1822,1,4,3,10,2,17,0,0,1,0,0,0,1,2
2128,1631,1965,49,Gen X,PhD,65220.0,2012-09-03,High,2,3,890,63,292,0,25,12,1282,4,8,4,7,6,19,0,0,0,0,0,0,1,1
2129,10104,1974,40,Gen X,Graduation,33590.0,2013-11-03,Middle,5,65,4,0,2,0,0,2,8,1,1,0,2,7,3,0,0,0,0,0,0,0,0
2131,3919,1976,38,Gen X,Master,72309.0,2013-03-11,High,1,64,960,0,883,50,38,0,1931,1,5,6,8,3,19,0,0,0,1,0,0,1,2
2132,11181,1949,65,Baby Boomer,PhD,156924.0,2013-08-29,Very High,2,85,2,1,2,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2133,642,1980,34,Millennials,Basic,16005.0,2012-08-14,Low,3,69,1,3,2,20,30,47,103,3,2,1,2,8,5,0,0,0,0,0,0,0,0
2134,4369,1957,57,Baby Boomer,Master,65487.0,2014-01-10,High,1,48,240,67,500,199,0,163,1169,3,3,5,6,2,14,0,0,0,0,0,0,0,0
2135,10127,1965,49,Gen X,Graduation,58692.0,2014-04-06,Middle,3,21,301,11,61,4,7,11,395,1,8,2,4,7,14,0,0,0,0,0,0,0,0
2136,271,1969,45,Gen X,Graduation,40590.0,2013-10-02,Middle,3,30,154,0,50,6,11,37,258,5,3,4,3,6,10,1,0,0,0,0,0,0,1
2138,2948,1954,60,Baby Boomer,Master,62637.0,2014-03-01,High,2,76,104,12,48,4,12,5,185,1,2,2,5,2,9,0,0,0,0,0,0,0,0
2139,2715,1966,48,Gen X,Master,29435.0,2012-08-06,Low,3,11,70,3,37,4,2,64,180,4,3,2,2,9,7,0,0,0,0,0,0,1,1
2140,10432,1974,40,Gen X,Graduation,19346.0,2014-01-30,Low,2,26,2,0,9,3,6,2,22,1,1,0,3,8,4,0,0,0,0,0,0,0,0
2141,9216,1971,43,Gen X,Graduation,35788.0,2014-01-23,Middle,4,34,23,2,11,3,1,4,44,2,2,0,3,6,5,0,0,0,0,0,0,0,0
2142,7124,1968,46,Gen X,Graduation,36997.0,2013-02-01,Middle,3,72,43,4,12,8,0,27,94,5,2,1,4,5,7,0,0,0,0,0,0,0,0
2143,9727,1957,57,Baby Boomer,Graduation,23539.0,2014-02-28,Low,2,13,4,24,11,16,1,25,81,1,2,0,4,6,6,0,0,0,0,0,0,0,0
2144,5136,1973,41,Gen X,Graduation,65333.0,2014-01-17,High,2,58,654,7,92,0,15,30,798,7,9,4,8,6,21,0,1,1,0,0,0,0,2
2145,9790,1957,57,Baby Boomer,Graduation,78499.0,2013-11-23,High,1,12,912,72,170,47,36,97,1334,1,11,3,4,4,18,0,0,1,0,0,0,1,2
2146,1818,1971,43,Gen X,PhD,29732.0,2014-03-25,Low,3,23,25,0,8,0,1,4,38,1,2,0,2,9,4,0,0,0,0,0,0,0,0
2147,1100,1960,54,Baby Boomer,Master,41275.0,2014-03-24,Middle,5,33,24,4,22,0,2,9,61,4,3,1,3,5,7,0,0,0,0,0,0,0,0
2148,7873,1973,41,Gen X,PhD,63516.0,2013-07-06,High,4,30,141,11,114,15,14,5,300,4,4,1,7,5,12,0,0,0,0,0,0,0,0
2149,10609,1962,52,Baby Boomer,PhD,42769.0,2013-10-12,Middle,3,15,71,0,13,3,1,0,88,2,1,1,4,4,6,0,0,0,0,0,0,0,0
2150,6950,1958,56,Baby Boomer,Master,49572.0,2013-12-15,Middle,4,25,35,1,16,0,1,1,54,2,2,0,3,7,5,0,0,0,0,0,0,0,0
2151,7233,1972,42,Gen X,Graduation,69209.0,2012-09-17,High,2,4,496,32,849,229,48,128,1782,2,5,3,6,4,14,0,0,0,1,0,0,0,1
2152,9481,1976,38,Gen X,Graduation,17148.0,2014-01-28,Low,3,80,9,9,11,13,10,16,68,4,3,1,3,8,7,0,0,0,0,0,0,0,0
2155,8933,1983,31,Millennials,Master,32146.0,2014-05-12,Middle,3,16,26,3,23,4,7,3,66,2,2,0,4,6,6,0,0,0,0,0,0,0,0
2156,8726,1964,50,Gen X,Master,41713.0,2014-04-29,Middle,3,57,77,8,44,10,10,25,174,5,3,1,4,6,8,0,0,0,0,0,0,0,0
2157,1515,1975,39,Gen X,Master,34176.0,2014-01-22,Middle,3,9,11,2,7,4,2,2,28,1,1,0,3,3,4,0,0,0,0,0,0,0,0
2158,5186,1955,59,Baby Boomer,PhD,58482.0,2014-03-12,Middle,3,59,576,7,115,19,7,7,731,2,7,4,9,6,20,0,1,0,0,0,0,0,1
2159,10157,1965,49,Gen X,Graduation,59686.0,2014-01-25,Middle,2,78,89,15,89,34,42,5,274,1,4,1,6,4,11,0,0,0,0,0,0,0,0
2160,5667,1964,50,Gen X,PhD,60896.0,2012-10-11,High,3,90,1013,30,399,60,46,153,1701,3,9,10,4,6,23,0,0,0,0,0,0,1,1
2161,902,1980,34,Millennials,Graduation,62994.0,2014-03-04,High,3,74,224,12,48,4,12,12,312,1,6,2,4,6,12,0,0,0,0,0,0,0,0
2162,977,1957,57,Baby Boomer,Graduation,47320.0,2013-08-01,Middle,3,10,200,19,111,50,15,19,414,6,5,1,8,6,14,0,0,0,0,0,0,0,0
2163,7313,1949,65,Baby Boomer,Master,74859.0,2013-06-03,High,1,63,570,73,614,133,102,73,1565,1,6,5,11,3,22,0,0,0,1,0,0,0,1
2164,7600,1992,22,Millennials,Basic,15253.0,2013-10-28,Low,2,13,1,3,3,8,1,13,29,2,1,0,3,7,4,0,0,0,0,0,0,0,0
2165,9706,1974,40,Gen X,PhD,31560.0,2013-06-24,Middle,2,98,62,1,20,4,0,7,94,2,2,1,3,8,6,0,0,0,0,0,0,0,0
